timestamp,Actual rating,Latency,Packet Drops,Errors,Idle jitter,Uptime,CPU,user,fakes,total,Credibility Rating,credibility,normalised rating,Reputation Score
2023-07-19 17:27:03+03:00,5,4.941832106871896,5.0,4.925996598505134,4.839273195646659,1.0000675819852702,4.813881997345003,0x37Ba95f652008C68d7A6770CB9649BFB81CD4e6a,16,38,100,96,100,99

2023-07-19 17:27:04+03:00,5,4.941832106871896,5.0,4.925996598505134,4.839273195646659,1.0000675819852702,4.813881997345003,0xC057e7f9b4D9a2CB80710C3aC558084d9F6a7342,0,38,100,98,100,99

2023-07-19 17:27:05+03:00,5,4.941832106871896,5.0,4.925996598505134,4.839273195646659,1.0000675819852702,4.813881997345003,0x829e2DE8f01933693252c98A3eDa9fBe74d5F2fB,0,37,100,98,100,99

2023-07-19 17:27:06+03:00,5,4.941832106871896,5.0,4.925996598505134,4.839273195646659,1.0000675819852702,4.813881997345003,0xB88BDD4d726E523fD4E1eeCE7a0A83f8143D8769,0,35,100,98,100,99

2023-07-19 17:27:04+03:00,5,4.942228841754316,5.0,4.925784676186528,4.839137964660394,1.000067579957841,4.814228559975403,0xC057e7f9b4D9a2CB80710C3aC558084d9F6a7342,0,39,100,98,100,99

2023-07-19 17:27:05+03:00,5,4.942228841754316,5.0,4.925784676186528,4.839137964660394,1.000067579957841,4.814228559975403,0x829e2DE8f01933693252c98A3eDa9fBe74d5F2fB,0,38,100,98,100,99

2023-07-19 17:27:06+03:00,5,4.942228841754316,5.0,4.925784676186528,4.839137964660394,1.000067579957841,4.814228559975403,0xB88BDD4d726E523fD4E1eeCE7a0A83f8143D8769,0,36,100,98,100,99

2023-07-19 17:28:00+03:00,2,4.942466703293515,5.0,4.925620965417309,4.838450630793358,1.0000675779304726,4.814471102255675,0x1b7B437ed3905d53394c1ec539DC7B9a846095fB,15,31,52,62,40,99

2023-07-19 17:28:00+03:00,5,4.942466703293515,5.0,4.925620965417309,4.838450630793358,1.0000675779304726,4.814471102255675,0xfe09bb45FfB1232E2A1CAC0C5767A6Ce316f474e,13,31,100,76,100,99

2023-07-19 17:28:01+03:00,5,4.942466703293515,5.0,4.925620965417309,4.838450630793358,1.0000675779304726,4.814471102255675,0xC876A442f2853d7C8af5B50f78f6daa99B12F5CD,15,35,100,95,100,99

2023-07-19 17:28:02+03:00,5,4.942466703293515,5.0,4.925620965417309,4.838450630793358,1.0000675779304726,4.814471102255675,0xC1683E71404223440439DbB12Da97147c65E59A7,22,39,100,66,100,99

2023-07-19 17:28:02+03:00,5,4.942466703293515,5.0,4.925620965417309,4.838450630793358,1.0000675779304726,4.814471102255675,0x412967a16806e37de0a721EbC2781BD4704505a9,18,39,100,82,100,99

2023-07-19 17:28:03+03:00,2,4.942466703293515,5.0,4.925620965417309,4.838450630793358,1.0000675779304726,4.814471102255675,0x37Ba95f652008C68d7A6770CB9649BFB81CD4e6a,17,39,57,80,40,99

2023-07-19 17:28:00+03:00,2,4.944390821950572,5.0,4.922861909805004,4.834408435263933,1.0000675765789275,4.818847138829991,0x1b7B437ed3905d53394c1ec539DC7B9a846095fB,16,32,50,57,40,99

2023-07-19 17:28:00+03:00,5,4.944390821950572,5.0,4.922861909805004,4.834408435263933,1.0000675765789275,4.818847138829991,0xfe09bb45FfB1232E2A1CAC0C5767A6Ce316f474e,13,32,100,85,100,99

2023-07-19 17:28:01+03:00,5,4.944390821950572,5.0,4.922861909805004,4.834408435263933,1.0000675765789275,4.818847138829991,0xC876A442f2853d7C8af5B50f78f6daa99B12F5CD,15,36,100,97,100,99

2023-07-19 17:28:02+03:00,5,4.944390821950572,5.0,4.922861909805004,4.834408435263933,1.0000675765789275,4.818847138829991,0xC1683E71404223440439DbB12Da97147c65E59A7,22,40,100,79,100,99

2023-07-19 17:28:02+03:00,5,4.944390821950572,5.0,4.922861909805004,4.834408435263933,1.0000675765789275,4.818847138829991,0x412967a16806e37de0a721EbC2781BD4704505a9,18,40,100,89,100,99

2023-07-19 17:28:03+03:00,2,4.944390821950572,5.0,4.922861909805004,4.834408435263933,1.0000675765789275,4.818847138829991,0x37Ba95f652008C68d7A6770CB9649BFB81CD4e6a,18,40,55,70,40,99

2023-07-19 17:28:04+03:00,5,4.944390821950572,5.0,4.922861909805004,4.834408435263933,1.0000675765789275,4.818847138829991,0xC057e7f9b4D9a2CB80710C3aC558084d9F6a7342,0,40,100,98,100,99

